D_TEXT_TOOLTIP_DRAGON_TROOPER,Primitive reptiloid warriors fiercely loyal to Delurin and equipped with ornate metal armor and flamethrowers to more closely resemble the Dragons of ancient myth. Unacquainted with blaster weaponry and other advanced technology, they are nonetheless resilient and quick on their feet.
D_TEXT_TOOLTIP_DRAGON_TROOPER_COMPANY,Company: 36x Dragon Trooper
TEXT_TOOLTIP_SHIELDED_TIE_BOMBER,An uncommon modification of the stock TIE/sa model to incorporate a shield generator for increased survivability. However, the frame and power systems were not designed with such an addition in mind, and thus the craft loses a significant chunk of its speed and agility as a result of the increased mass and power draw. The results led to Imperial procurement favoring newer bomber models whose designs included shields from the outset over re-fitting existing models. However, after the Battle of Endor, a variety of Imperial warlords and other groups would make use of this modification in order to reduce lost bombers during strike missions.
TEXT_TOOLTIP_SITH_ASSASSIN,Masters of subterfuge, Sith Assassins work unseen on the battlefield until they sense weakness, at which point they pounce on their enemy. Sith Assassins in Revan's Empire to the Sith Triumvirate used both lightsabers for elite members and a mix of quarterstaffs and blaster weaponry for lower ranks. They would be used by the Triumvirate to great effect to ruthlessly hunt down Jedi.
TEXT_TOOLTIP_SITH_ASSASSIN_HEALTH,Health: 80 [2%/5s] (Hero)
TEXT_TOOLTIP_SITH_ASSASSIN_MOVE,Speed: 1.5
TEXT_TOOLTIP_SITH_ASSASSIN_WEAP1,1x Lightsaber: 1 / 0.4s / 1m
TEXT_TOOLTIP_SITH_KNIGHT_COMPANY,A trio of Sith Knights that combine the schools of Assassin, Marauder, and Sorcerer, each able to weave terror on the battlefield in service to the Sith.
TEXT_TOOLTIP_SITH_MARAUDER,The most ferocious Sith warriors, Marauders seek strength in war and their rage. Their unmatched aggression makes them fierce fighters that can cut through squads of enemy infantry with ease, and they are eager to clash their blades with any Jedi they encounter.
TEXT_TOOLTIP_SITH_MARAUDER_HEALTH,Health: 90 [2%/5s] (Hero)
TEXT_TOOLTIP_SITH_MARAUDER_MOVE,Speed: 1.3
TEXT_TOOLTIP_SITH_MARAUDER_WEAP1,1x Lightsaber: 1 / 0.3s / 1m
TEXT_TOOLTIP_SITH_SLAYER,The Sith Slayer was the rarest and most powerful droid of the Old Sith Empire. The brutal appearance belies surprising intelligence protected by thick layers of alchemical plating, making a terrifying opponent for enemy infantry and other light forces.
TEXT_TOOLTIP_SITH_SLAYER_COMPANY,Company: 1x Sith Slayer
TEXT_TOOLTIP_SITH_SLAYER_HEALTH,Health: 1425 [1%/5s] (Heavy Vehicle)
TEXT_TOOLTIP_SITH_SLAYER_MOVE,Speed: 0.75 | Turn: 1.0
TEXT_TOOLTIP_SITH_SLAYER_WEAP1,2x Heavy AI Blaster Cannons: 2 / 1.0s / 320m
TEXT_TOOLTIP_SITH_SORCERER,A Sith Sorcerer was an individual who was proficient in the arts of Sith magic, using spells, talismans, or incantations to focus the power of the dark side. Their knowledge of the forbidden depths of the Force allows them to drain the life force of their foes to replenish their own vigor.
TEXT_TOOLTIP_SITH_SORCERER_HEALTH,Health: 70 [2%/5s] (Hero)
TEXT_TOOLTIP_SITH_SORCERER_MOVE,Speed: 1.2
TEXT_TOOLTIP_SITH_SORCERER_WEAP1,1x Lightsaber: 1 / 0.5s / 1m
TEXT_TOOLTIP_SITH_STRIDER,Designed to complement the hulking Sith Slayers and War Mammoths, the nimbler Sith Strider provides screening and antivehicle capabilities to its larger brethren. Though largely forgotten, many Sith holocrons contain the plans for these deadly droids.
TEXT_TOOLTIP_SITH_STRIDER_COMPANY,Company: 3x Sith Strider
TEXT_TOOLTIP_SITH_STRIDER_HEALTH,Health: 300 [2%/5s] (Medium Vehicle)
TEXT_TOOLTIP_SITH_STRIDER_MOVE,Speed: 1.5 | Turn: 4.0 
TEXT_TOOLTIP_SITH_STRIDER_WEAP1,2x AV Blaster Cannons: 1 / 2.0s / 320m
TEXT_TOOLTIP_SITH_WAR_MAMMOTH,A gruesome war droid, the Sith War Mammoth is a lumbering beast that towers over the battlefield. It shares many traits with its sibling creation in the Sith Slayer, such as two shoulder-mounted anti-infantry cannons and alchemically treated Sith-armor plating. Though comparatively its durability is weaker than the Slayers, it should by no means be underestimated lest one suffer the wrath of this nightmarish beast.
TEXT_TOOLTIP_SITH_WAR_MAMMOTH_COMPANY,Company: 2x Sith War Mammoth
TEXT_TOOLTIP_SITH_WAR_MAMMOTH_HEALTH,Health: 425 [2%/5s] (Heavy Vehicle)
TEXT_TOOLTIP_SITH_WAR_MAMMOTH_MOVE,Speed: 1.0 | Turn: 2.5 
TEXT_TOOLTIP_SITH_WAR_MAMMOTH_WEAP1,2x Heavy AI Blaster Cannons (AOE): 2 / 0.5s / 320m
TEXT_TOOLTIP_SITHSPAWN,Sithspawn was the personal starfighter of Namman Cha. It was an elite model of Belbullab-22 starfighter painted dark red, featuring upgrades over the standard Belbullab-22 resulting in a more deadly starfighter.
TEXT_TOOLTIP_SITHSPAWN_BASE,Health: 220 | Shields: 200
TEXT_TOOLTIP_SITHSPAWN_MOVE,Speed: 6.05 | Maneuverability: 4.24
TEXT_TOOLTIP_SITHSPAWN_WEAP1,1x Fighter Laser Cannon: 6 / 1.2s / 1.0km
TEXT_TOOLTIP_SKIPRAYK,A variant of Skipray Blastboat configured as a heavy bomber. The design saw limited popularity with the Empire compared to Sienar's other heavy bomber options, but became infamous for its use by criminal organizations - especially the Zann Consortium. Best utilized against enemy capital ships. 
TEXT_TOOLTIP_SKIPRAYM,A later model of the venerable GAT-12 Skipray line. This variant sacrificed warhead capacity to allow for more powerful engines and was used by Imperial forces and other authorities as an interceptor. This unit can be used against a variety of targets.
TEXT_TOOLTIP_SKIPRAYZ,An experimental Skipray Blastboat used exclusively by the Kaarenth Dissension. This design was based on the GAT-12G variant and incorporated downscaled version of the Zeta One Ion Cannon into its arsenal. Specialized against capital ships.
TEXT_TOOLTIP_SP9,The mobile version of Golan Arms' iconic DF.9 Anti-Infantry Battery. Like its stationary counterpart, the SP.9 saw service under multiple governments over the decades. Most prominently, it was used by the Empire, Rebellion and their various successor states. Best used against infantry formations. 
TEXT_TOOLTIP_SP9_HEALTH,Health: 125 (Speeder)
TEXT_TOOLTIP_SP9_MOVE,Speed: 1.0
TEXT_TOOLTIP_SP9_WEAP1,1x Heavy AI Blaster Cannon (AOE): 4 / 1.0s / 320m
TEXT_TOOLTIP_STAR_DESTROYER_STEALTH,The Imperial Stealth Destroyer was a rare modification of the standard ISD, adapted for unconventional warfare and covert strike operations. Outfitted with a prototype Hybridium stealth drive, the vessel could mask its emissions and reduce sensor visibility for limited durations, allowing it to reposition undetected and execute sudden, high intensity attacks. Retaining the full armament and intimidation factor of a standard Imperial Star Destroyer, this variant was uniquely suited for hit and run tactics. Though highly effective in ambush operations and rapid strikes against vulnerable targets, the complexity and cost of the stealth systems limited widespread adoption, leaving only a handful of such modified destroyers in service.
TEXT_TOOLTIP_STAR_DESTROYER_TWO_ION,A variant more focused on taking down shields than crushing hulls, this star destroyer utilizes octuple ion cannons over octuple turbolasers. Despite losing a good amount of lethal firepower, it still is a great danger to encounter on the battlefield.
TEXT_TOOLTIP_STAR_DESTROYER_X,A variant of the venerable Imperial-I Star Destroyer that replaces its rear turbolasers with more powerful batteries found on the Imperial-II. Due to its more expensive armament it is mostly used by higher ranking officers.
TEXT_TOOLTIP_STAR_DESTROYER_X_HULL,Hull: 8194 (Capital)
TEXT_TOOLTIP_STAR_DESTROYER_X_SHIELD,Shields: 7850 / [39.25/R] (Capital)
TEXT_TOOLTIP_STARWING_ASSAULT,An alternate loadout of the XG-1 StarWing equipped with assault concussion missiles. This configuration is well suited to engage clustered groups of enemy fighters or assist bombers in actions against frigates and capital ships.
TEXT_TOOLTIP_STARWING_FIGHTER,An alternate loadout of the XG-1 StarWing equipped with proton torpedoes and anti-fighter concussion missiles. This configuration is well suited to engage nearly any target.
TEXT_TOOLTIP_STRIKE_CRUISER_ZETA,A rare variant of the Loronar Strike Cruiser developed and deployed by the Kaarenth Dissension. Taking advantage of the vessel's modular nature, the Dissension engineers managed to fit it with powerful ion cannons for disabling capital ships in addition to a more conventional combat loadout. While this configuration has weaker protection than comparable versions, its ability to strip the shields of enemy ships in short order more than makes up for it.
TEXT_TOOLTIP_STRIKE_CRUISER_ZETA_SHIELD,Shields: 1200 / [21/R] (Frigate)
TEXT_TOOLTIP_STRIKE_CRUISER_ZETA_WEAP1,1x Ultraheavy Ion Cannon: 2 / 3.33s / 8.1km
TEXT_TOOLTIP_STRIKE_CRUISER_ZETA_WEAP2,2x Medium Ion Cannons: 2 / 2.0s / 6.1km
TEXT_TOOLTIP_T11,T-11 was an JV-Z1/S DataBank Droid, the Republic counterpart to the Separatist's Tactical Droid line. Following the end of the Clone Wars, T-11 was reassigned to command a garbage scowl and became the subject of a failed reprogramming. T-11's programming started to behave in a manner similar to organics afflicted with psychosis, flashing between his older personality and a slough of new ones.  
TEXT_TOOLTIP_T11_SQAUDRON, 0.5 / 0 Fighters
TEXT_TOOLTIP_TAPANI_A9_RESEARCH,Acquire Kuat's new A-9 Interceptors. Replaces the older TIE Interceptors.
TEXT_TOOLTIP_TAPANI_ASSAULT_FRIGATE,The Tapani-class Assault Frigate is the primary capital ship utilized in the Tapani Sector and can be found in the fleets of the Tapani Noble Families as well as the Freeworlds. Although they are slow, these heavily armored frigates are equipped with enough firepower to challenge heavier military warships.
TEXT_TOOLTIP_TAPANI_ASSAULT_FRIGATE_HULL,Hull: 2275 (Heavy Frigate)
TEXT_TOOLTIP_TAPANI_ASSAULT_FRIGATE_MOVE,Speed: 2.8 | Accel: 0.02 | Turn: 0.25
TEXT_TOOLTIP_TAPANI_ASSAULT_FRIGATE_SHIELD,Shields: 2500 / [25/R] (Heavy Frigate)
TEXT_TOOLTIP_TAPANI_ASSAULT_FRIGATE_WEAP1,2x Medium Quad Turbolasers: 2 / 3.33s / 6.2km
TEXT_TOOLTIP_TAPANI_ASSAULT_FRIGATE_WEAP2,2x Medium Turbolasers: 2 / 1.33s / 6.2km
TEXT_TOOLTIP_TAPANI_ASSAULT_FRIGATE_WEAP3,2x Medium Laser Cannons: 2 / 0.5s / 4.2km
TEXT_TOOLTIP_TEZRIN,Dongal Tezrin was the captain of the light cruiser Rintonne's Flame. He was assigned to patrol the Elrood sector during the Galactic Civil War. He was known to be a very irritable person.
TEXT_TOOLTIP_THETA_ASSAULT_SHUTTLE,A militarized variant of a venerable Cygnus design. While the original transport model is decently armed with lasers, this version packs additional warhead launchers. Famous as a VIP shuttle and a boarding transport for the 501st Stormtrooper Legion.
TEXT_TOOLTIP_THETA_SQUADRON,TIE Bombers of the Theta Squadron, known for its effectiveness of well timed bombing runs both in space and land engagement. It was under command of Lumiya, Dark Lady of the Sith, following the decimation of her fleet in the Nagai–Tof War and assigned to EF76 Nebulon-B escort frigate "Revenant". Theta Squadron participated in the assault led by Lumiya on the Communications Research space station Epsilon Nine.
TEXT_TOOLTIP_THORN_HEALTH,Health: 200 [2%/5s] (Hero)
TEXT_TOOLTIP_THORN_MOVE,Speed: 1.5
TEXT_TOOLTIP_THORN_UPGRADE,Upgrade: Modified Assertor
TEXT_TOOLTIP_THORN_WEAP1,1x Lightsaber: 1 / 0.3s / 1m
TEXT_TOOLTIP_TIE_AVENGER_ASSAULT,An alternate loadout of the TIE Avenger equipped with assault concussion missiles instead of standard concussion missiles. Well equipped for facing clustered groups of enemy fighters or assisting bombers in actions against frigates and capital ships. Larger munitions lead to fewer missiles carried than on the standard model.
TEXT_TOOLTIP_TIE_AVENGER_BOMBER,TIE Avenger model outfitted with as many rockets and liyyght bombs as possible for bomber duties without sacrificing the Avenger's impressive speed and manuverability. While not directly as effective as other bombers its impressive speed gives it a unique ability to excel in hit-and-run attacks on enemy capital ships.
TEXT_TOOLTIP_TIE_AVENGER_TORPS,An alternate loadout of the TIE Avenger equipped with proton torpedoes instead of concussion missiles. Still well suited for all situations.
TEXT_TOOLTIP_TIE_DEFENDER_RED_STAR,Created a year after the disaster at Endor, Red Star Squadron was formed by starfighter ace Iran Ryad along with like-minded pilots who shared Ryad's idea of a zero-tolerance border policy. These Imperial pilots would relentlessly pursue any starships that entered Imperial space without permission.
TEXT_TOOLTIP_TIE_FIGHTER_BF2,A rare ad-hoc modification of the ubiquitous TIE Fighter, almost always operating from the equally rare Imperial Carrier Conversion Star Destroyers. It featured shields and a small proton torpedo magazine to keep up with the heavier X-Wings of the Rebellion and be a more versatile platform in carrier-to-carrier combat and anti-insurgency missions. However, despite upgraded components and the engineers' best tuning efforts, the additional systems impacted the flight performance significantly, making the normally nimble craft much more sluggish. The increased cost, reduced agility, and susceptibility to component sabotage made this variant a rare sight outside its original duties. Most famous for its service with naval forces attached to the 501st Legion.
TEXT_TOOLTIP_TIE_FIGHTER_MISSILE,A modern iteration of a Clone Wars-era modification of earlier T.I.E. models. Due to its thinner frame, the TIE/ln can only carry a few missiles on external hardpoints, limiting the effectiveness of the upgrade but providing a modest improvement without affecting performance in other categories like a more extensive refit would. Originally rare sight, this configuration has become more common after the Battle of Endor; with Warlords scrambling to get the most out of their aging TIE fleets.
TEXT_TOOLTIP_TIE_GT_BOMBER,An original Sienar bomber in the early days of the New Order. Its small payload made it unpopular, leading to its quick replacement by the TIE Bomber. Though uncommon, the original bomber configuration of the TIE/gt would still see service in parts of the Imperial Navy that didn't have easy access to the TIE Bomber, especially among Imperial Warlords in the Outer Rim.
TEXT_TOOLTIP_TIE_GT_TORPS,An alternate loadout of the TIE/gt equipped with heavy proton torpedoes for higher single-target effectiveness than assault concussion missiles. Best used to assist bombers in actions against enemy capital ships.
TEXT_TOOLTIP_TIE_INTERCEPTOR_BF2,A rare modification of the TIE Interceptor made to complement the equally rare Special Mission Refit TIE/Ln. Based on a modification of the TIE X3, this version of the TIE Interceptor carried added missiles, shields and an engine boost capability at the cost of the vessel's base speed. Very good at engaging enemy fighters and bombers, but vulnerable to sabotage. Most famous for its service with naval forces attached to the 501st Legion.
TEXT_TOOLTIP_TIE_INTERCEPTOR_ION,A somewhat obscure modification of the TIE Interceptor, replacing the nose-mounted secondary lasers with fighter-grade ion cannons and upgrading the frame's power systems to compensate for the increased power draw. The end result is better at tackling shielded fighters and larger targets but otherwise retains the performance of the stock configuration. While undeniably an upgrade over the base model, the increased cost and maintenance load makes it a rare sight.
TEXT_TOOLTIP_TIE_LIGHT_BOMBER,A post-Endor modification of the common TIE/sa with a tongue-in-cheek name. Originally an improvisation by garrisons and task forces with stressed or threatened supply lines; the flight mechanics removed the secondary launchers and support systems and reduced the primary payload to reduce mass and complexity, as well as tuning the power systems for speed. While less versatile or threatening as the base model, these stripped variants proved much easier to maintain and boasted a higher mission survival rate in certain scenarios due to their improved flight performance.
TEXT_TOOLTIP_TRAIT_AGENT_TIER_AGENT_02_SPEC_SCHMONG,Agent Spec 02 (-20% price and time on all SoroSuub and Zeta Project products),  
TEXT_TOOLTIP_TRAIT_AGENT_TIER_INDUSTRIALIST_TAGGE,Industrialist: TaggeCo (-20% cost, -20% time)
TEXT_TOOLTIP_TRANDOSHAN_HUNTER,Elite soldier-enforcers which served the Trandoshan slaver clans. They were also employed as mercenaries by governments known to have practiced slavery, such as the Confederacy of Independent Systems, the Hutts and the Galactic Empire. Best used against enemy infantry formations while being supported by allied armor.
TEXT_TOOLTIP_TRANDOSHAN_HUNTER_COMPANY,Company: 18x Trandoshan Hunters
TEXT_TOOLTIP_TRANDOSHAN_HUNTER_HEALTH,Health: 32
TEXT_TOOLTIP_TRANDOSHAN_HUNTER_MOVE,Speed: 1.3
TEXT_TOOLTIP_TRANDOSHAN_HUNTER_WEAP1,9x Slug Carbines: 1 / 1.0s / 300m
TEXT_TOOLTIP_TRANDOSHAN_HUNTER_WEAP2,3x Slugthrower Repeaters: 5 / 0.2s / 300m
TEXT_TOOLTIP_TRANDOSHAN_HUNTER_WEAP3,Concussion Grenades: 1 / 15.0s / 200m
TEXT_TOOLTIP_TRANDOSHAN_HUNTER_WEAP4,Thermal Grenades: 1 / 15.0s / 200m
TEXT_TOOLTIP_TRANDOSHAN_HUNTER_WEAP5,3x Oppressor Flamethrowers: 10 / 5.0s / 275m
TEXT_TOOLTIP_TRANDOSHAN_HUNTER_WEAP6,3x Concussion Rifles: 3 / 3.0s / 300m
TEXT_TOOLTIP_TRANDOSHAN_HUNTER_WEAP7,1x Underslung Concussion Grenade Launcher: 1 / 3.0s / 300m
TEXT_TOOLTIP_TRIUMPH,A rare capital ship that is technically part of the Imperial Star Destroyer lineage, with an obscure design and deployment history. It features elements of both Tector- and Victory-class hulls and reuses many of the weapons used in various Victory Star Destroyer loadouts, leading to rumors that these ships were assembled in Rendili yards from surplus Tector and Victory modules and components. Regardless of their true origin, their armament makes this class of Star Destroyer a dangerous frontline combatant, able to engage targets of any size at any range, but the lack of point defense cannons and an on-board starfighter complement makes them exceedingly vulnerable to small craft.
TEXT_TOOLTIP_TRIUMPH_HERO_HULL,Hull: 8250 (Capital)
TEXT_TOOLTIP_TRIUMPH_HERO_SHIELD,Shields: 8250 / [41.25/R] (Capital)
TEXT_TOOLTIP_TRIUMPH_HERO_WEAP1,4x Heavy Dual Turbolasers: 2 / 4.0s / 7.3km
TEXT_TOOLTIP_TRIUMPH_HERO_WEAP2,4x Medium Quad Turbolasers: 2 / 4.0s / 6.3km
TEXT_TOOLTIP_TRIUMPH_HERO_WEAP3,6x Medium Dual Turbolasers: 2 / 2.0s / 6.3km
TEXT_TOOLTIP_TRIUMPH_HERO_WEAP4,7x Assault Concussion Missiles: 5 / 12.5s / 7.3km
TEXT_TOOLTIP_TRIUMPH_HULL,Hull: 8580 (Capital)
TEXT_TOOLTIP_TRIUMPH_SHIELD,Shields: 7000 / [35/R] (Capital)
TEXT_TOOLTIP_TRIUMPH_WEAP1,5x Heavy Dual Turbolasers: 2 / 5.0s / 7.3km
TEXT_TOOLTIP_TRIUMPH_WEAP2,4x Medium Dual Turbolasers: 2 / 2.0s / 6.3km
TEXT_TOOLTIP_TRIUMPH_WEAP3,4x Light Dual Turbolasers: 2 / 1.0s / 5.3km
TEXT_TOOLTIP_TRIUMPH_WEAP4,4x Heavy Ion Cannons: 2 / 2.0s / 7.3km
TEXT_TOOLTIP_TRIUMPH_WEAP5,4x Assault Concussion Missiles: 8 / 20.0s / 7.3km
TEXT_TOOLTIP_UBIQTORATE_BASE_GARRISON_1,ISB Stormtrooper Squad: 2 / 6
TEXT_TOOLTIP_UBIQTORATE_BASE_GARRISON_2,IntSec Operator Sniper Squad: 2 / 6
TEXT_TOOLTIP_UBIQTORATE_BASE_GARRISON_3,CompForce Assault Trooper Squad: 2 / 6
TEXT_TOOLTIP_UBIQTORATE_BASE_GARRISON_4,AT-ST Walker: 2 / 2
TEXT_TOOLTIP_UNITS_TIERFON_CAPITAL,Tierfon Capital: Allows unit construction
TEXT_TOOLTIP_UTAT,Repulsorlift assault vehicle created shortly into the Clone Wars for situations where walker vehicles are less-suited. Unwieldy and fragile compared to other heavy vehicles, but has a powerful set of fore-mounted anti-vehicle weapons. Standard configuration also boasts a respectable transport bay and rear-coverage anti-infantry guns.
TEXT_TOOLTIP_UTAT_COMPANY,Company: 1x UT-AT
TEXT_TOOLTIP_UTAT_HEALTH,Health: 450 (Heavy Vehicle)
TEXT_TOOLTIP_UTAT_MOVE,Speed: 0.5 | Turn: 2.0 
TEXT_TOOLTIP_UTAT_WEAP1,1x Medium Mass Driver Cannon: 1 / 3.0s / 480m
TEXT_TOOLTIP_UTAT_WEAP2,2x Super Heavy AV Blaster Cannons: 1 / 2.0s / 480m
TEXT_TOOLTIP_UTAT_WEAP3,4x AI Blaster Cannons: 5 / 2.5s / 320m
TEXT_TOOLTIP_V_WING_ESK,V-Wing variant equipped with ion cannons to operate as a fast pursuit craft. Would often see use by groups in need of a fast interceptor with the ability to stun small ships attempting to escape.
TEXT_TOOLTIP_VCX820,The VCX-820 was a heavy yet fast flying-guns platform that was designed to military specifications. As such it could easily guard convoys of otherwise defenseless bulk freighters and commerce craft. Well suited to engaging any enemy target.
TEXT_TOOLTIP_VENATOR_8X,A refit of the iconic Venator Star Destroyer. This variant sacrifices the original's large fighter wing for more abundant and heavier weaponry, making it more effective in ship to ship combat.
TEXT_TOOLTIP_VENATOR_8X_MOVE,Speed: 4.0 | Accel: 0.2 | Turn: 0.4
TEXT_TOOLTIP_VENATOR_8X_SHIELD,Shields: 2600 / [26/R] (Heavy Frigate)
TEXT_TOOLTIP_VENATOR_8X_SQUADRON,Fighters: 1 / 2 | Bombers: 1 / 3
TEXT_TOOLTIP_VENATOR_8X_WEAP1,4x Medium Octuple Turbolasers: 2 / 5.0s / 6.2km
TEXT_TOOLTIP_VENATOR_8X_WEAP2,2x Medium Turbolasers: 2 / 1.67s / 6.2km
TEXT_TOOLTIP_VENATOR_8X_WEAP3,2x Light Dual Turbolasers: 2 / 5.0s / 5.2km
TEXT_TOOLTIP_VENATOR_8X_WEAP4,2x Heavy Dual Ion Cannons: 1 / 5.0s / 6.2km
TEXT_TOOLTIP_VENATOR_8X_WEAP5,2x Proton Torpedoes: 2 / 20.0s / 5.2km
TEXT_TOOLTIP_VICTORY2_CARRIER,A refitted star destroyer for system patrol and anti-piracy duties in remote sectors using the common Victory II-Class hull as a base. With much of the onboard cargo capacity converted to housing fighter craft and support systems, the operational range is lower than usual for patrol ships, so they mostly guard Imperial outposts and transit hubs. While the firepower is scaled back to accommodate the increased power usage of the command and control systems, this variant can still defend itself well from attackers in a lower weight class while supporting allied forces with its complement.
TEXT_TOOLTIP_VICTORY2_SHIELD_CARRIER,Shields: 3000 / [38/R] (Heavy Frigate)
TEXT_TOOLTIP_VICTORY2_SQUADRON_CARRIER,Fighters: 2 / 4 | Bombers: 1 / 2
TEXT_TOOLTIP_VICTORY2_WEAP1_CARRIER,4x Light Dual Turbolasers: 2 / 2.0s / 5.2km
TEXT_TOOLTIP_VICTORY2_WEAP2_CARRIER,4x Light Ion Cannons: 2 / 1.0s / 5.2km
TEXT_TOOLTIP_VICTORY2_WEAP3_CARRIER,2x Light Quad Laser Cannons: 2 / 0.5s / 3.7km
TEXT_TOOLTIP_VINDICATOR_CARRIER,An alternative variant of the common Vindicator hull which boasted heavier weaponry while at the same time carrying a larger fighter complement. While potent, the vessels sacrificed a lot of their utility and anti-fighter defense capabilities in the process.
TEXT_TOOLTIP_VINDICATOR_CARRIER_HULL,Hull: 1944 (Frigate)
TEXT_TOOLTIP_VINDICATOR_CARRIER_MOVE,Speed: 3.5 | Accel: 0.125 | Turn: 0.35
TEXT_TOOLTIP_VINDICATOR_CARRIER_SHIELD,Shields: 1900 / [28/R] (Heavy Frigate)
TEXT_TOOLTIP_VINDICATOR_CARRIER_SQUADRON,Fighters: 1 / 2 | Bombers: 1 / 2
TEXT_TOOLTIP_VINDICATOR_CARRIER_WEAP1,2x Light Quad Turbolasers: 2 / 1.0s / 5.1km
TEXT_TOOLTIP_VINDICATOR_CARRIER_WEAP2,2x Light Turbolasers: 2 / 0.8s / 5.1km
TEXT_TOOLTIP_VINDICATOR_CARRIER_WEAP3,2x Light Anti-Fighter Ion Cannons: 2 / 1.0s / 3.1km 
TEXT_TOOLTIP_VINDICATOR_CARRIER_WEAP4,1x Laser Cannon: 2 / 0.5s / 3.6km
TEXT_TOOLTIP_VULTURE_DROID,A small droid fighter that relies on numbers and maneuverability to win dogfights. While modular enough to carry munitions, they are often replaced with extra fuel slugs to increase flight time from being minutes long. They are best used to swarm enemy fighters and bombers.
TEXT_TOOLTIP_YARNAR,A TIE Fighter pilot stationed on Celanon in the D'Asta Sector during the later phases of Galactic Civil War.
TEXT_TOOLTIP_YEORG_CAPTISON,Yeorg Captison was a member of the notable Bakuran Captison family of politicians and was married to Tiree Captison. Yeorg was elected to the Bakuran Senate as Prime Minister around four years before the beginning of the Clone Wars. After the Empire took control over Bakura they allowed him to remain as Prime Minister, though the post held little authority, as it was now subservient to the Imperial governor, Wilek Nereus.
TEXT_TOOLTIP_YV929,A heavily armed corellian freighter that became popular with the pirates and rebels which it was designed to ward off. This "flying brick" as it is often called also made its way to the Corporate Sector Authority. The heavy armor and armament make it well suited to engaging hard targets like cruisers.
TEXT_UNIT_008_SPEEDER,008 Heavy Landspeeder
TEXT_UNIT_008_SPEEDER_COMPANY,008 Heavy Landspeeder Company
TEXT_UNIT_1HB_TANK,1-H Repulsortank, Model B
TEXT_UNIT_1HB_TANK_COMPANY,1-HB Repulsortank Company
TEXT_UNIT_ACCLAMATOR_BATTLESHIP,Acclamator Battleship
TEXT_UNIT_ACCLAMATOR_DESTROYER,Acclamator Destroyer
TEXT_UNIT_ACCLAMATOR_I_SUPPORT,Acclamator Cargo Ship
TEXT_UNIT_AT_ACT_WALKER,AT-ACT Walker
TEXT_UNIT_AT_AT_WALKER_IC,Ion Refit AT-AT Walker
TEXT_UNIT_AT_KT_WALKER,AT-KT Walker
TEXT_UNIT_AT_KT_WALKER_COMPANY,AT-KT Walker Company
TEXT_UNIT_AT_OT_WALKER,AT-OT Walker
TEXT_UNIT_AT_OT_WALKER_COMPANY,AT-OT Walker Company
TEXT_UNIT_AT_XT_WALKER,AT-XT Walker
TEXT_UNIT_ATACT,AT-ACT Walker
TEXT_UNIT_AUXILIA,Auxilia Pursuit Destroyer
TEXT_UNIT_AV7,AV-7 Antivehicle Cannon
TEXT_UNIT_BAYONET,Bayonet Light Cruiser
TEXT_UNIT_BELBULLAB22,Belbullab-22
TEXT_UNIT_BELBULLAB23,Belbullab-23
TEXT_UNIT_BELBULLAB24,Belbullab-24
TEXT_UNIT_BRAK_FIGHTERS_RESEARCH,Fighter Modernization Program
TEXT_UNIT_BTLA2_Y_WING,BTL-A2 Y-wing
TEXT_UNIT_CARRACK_LASERS,Carrack Cruiser (Lasers)
TEXT_UNIT_CARRACK_ZETA,Carrack Cruiser Zeta One Refit
TEXT_UNIT_CLASS_C,Class-C Frigate
TEXT_UNIT_CLONE_MEDIC_P2,Clone Trooper Medic (Phase II)
TEXT_UNIT_CLONE_MEDIC_P2_SQUAD,Clone Trooper Medic Squad (Phase II)
TEXT_UNIT_CLONE_P1_SQUAD,Clone Trooper Fireteam (Phase I)
TEXT_UNIT_CLONE_P2_ASSAULT_SQUAD,Clone Trooper Carbineer Squad (Phase II)
TEXT_UNIT_CLONE_P2_HEAVY_SQUAD,Clone Trooper Rifleman Squad (Phase II)
TEXT_UNIT_CLONE_P2_SQUAD,Clone Trooper Fireteam (Phase II)
TEXT_UNIT_CLONETROOPER_LT_P2,Clone Trooper Lieutenant (Phase II)
TEXT_UNIT_CLONETROOPER_SERGEANT_P2,Clone Trooper Sergeant (Phase II)
TEXT_UNIT_CONSULAR,Consular Transport Cruiser
TEXT_UNIT_CONSULAR_REFIT,Consular Armed Cruiser
TEXT_UNIT_CORONA_TENDER,Corona Tender
TEXT_UNIT_COYOTE_BOMBER,Coyote Advanced Droid Bomber
TEXT_UNIT_CR20,CR20 Transport
TEXT_UNIT_CR25,CR25 Transport
TEXT_UNIT_DIAMOND,Diamond Cruiser
TEXT_UNIT_DREADNAUGHT_I,Dreadnaught Heavy Cruiser Interdictor
TEXT_UNIT_DREADNAUGHT_UPGRADE,PDF Dreadnaught Heavy Cruiser Upgrade
TEXT_UNIT_ETA2_FIGHTER,Eta-2 Actis Interceptor
TEXT_UNIT_ETA2_FIGHTER_ASSAULT,Assault Eta-2 Actis Interceptor
TEXT_UNIT_ETA2_FIGHTER_DEFENSIVE,Heavy Defense Eta-2 Actis Interceptor
TEXT_UNIT_ETA2_FIGHTER_MANEUVER,High Maneuver Eta-2 Actis Interceptor
TEXT_UNIT_ETA2_FIGHTER_MISSILE,Missile Eta-2 Actis Interceptor
TEXT_UNIT_FAUX_STORMTROOPER,Faux Stormtrooper
